ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene.symbols
202887_s_at	-1.36926068015723	8.46284940464819	-7.40915954255905	7.45343618822046e-09	8.27853157425647e-05	9.6415832026169	DDIT4
218865_at	1.34665801481331	7.21081266234268	6.57600329139179	9.80241015047532e-08	0.000544376847706647	7.40669147943211	MARC1
203068_at	0.575280703908083	9.34814099837217	5.50702353465258	2.7994909758156e-06	0.010364648756128	4.45821807134377	KLHL21
201454_s_at	0.578407056271436	9.1482871047228	5.3755814755297	4.22668590572639e-06	0.0104233342055931	4.09353370109565	NPEPPS
201196_s_at	0.613206368617902	9.20521231715031	5.3372365423975	4.76584806462454e-06	0.0104233342055931	3.98719169300705	AMD1
220528_at	1.07584855209845	7.89894823654259	5.24175806534392	6.42442888389684e-06	0.0104233342055931	3.7225558918803	VNN3
205539_at	1.22661344636339	5.96416928502601	5.23463044871119	6.56913112804103e-06	0.0104233342055931	3.70281131758033	AVIL
44790_s_at	0.720845634842242	9.41528804132326	5.08212085348077	1.05720251580246e-05	0.0146779354287724	3.28082682618981	KIAA0226L
209600_s_at	0.773129297460603	8.83308328050657	4.97029701867773	1.49696145178082e-05	0.0161009849623481	2.97218328696635	ACOX1
205174_s_at	0.826738891166155	10.4311065268677	4.95733933159966	1.55842000363466e-05	0.0161009849623481	2.93647067960823	QPCT
206514_s_at	0.991070713455144	4.77639377183245	4.94994853082063	1.59458750865066e-05	0.0161009849623481	2.91610619728732	NA
210452_x_at	0.895048475064268	5.78318057449829	4.87762480001152	1.99542131216686e-05	0.0162815455865966	2.71704068241998	CYP4F2
204174_at	0.54873533578156	12.6688375985505	4.87573097867886	2.00715891447023e-05	0.0162815455865966	2.71183356936445	ALOX5AP
202439_s_at	0.647672295068928	8.23085155884122	4.84020955053036	2.24041389586288e-05	0.0162815455865966	2.6142217369054	IDS
214321_at	1.34906966347303	5.88981308250094	4.80431161402519	2.50335790493099e-05	0.0162815455865966	2.51568643096857	NOV
212934_at	0.544536068347819	9.28924429343767	4.80104345742191	2.52876004913148e-05	0.0162815455865966	2.50672153336296	UBXN2B
209110_s_at	0.459778056077136	9.23893436732427	4.80011617446126	2.5360137612313e-05	0.0162815455865966	2.50417807803619	RGL2
204501_at	1.18525993046597	5.62751856302841	4.77986164560162	2.69968788239478e-05	0.0162815455865966	2.44864173840275	NOV
219471_at	0.693394683092796	8.64757176390655	4.76976022870971	2.78517480998771e-05	0.0162815455865966	2.42095900231372	KIAA0226L
218251_at	0.704176249210084	8.40265663399376	4.70830209526908	3.36600296635922e-05	0.018693097473676	2.25275300323401	MID1IP1
217949_s_at	0.396955860018379	8.07000662790974	4.67592642238909	3.71852238914536e-05	0.0196674419886845	2.16430241229288	VKORC1
213501_at	0.675718963646993	8.39051284279386	4.6518731743827	4.00377937756043e-05	0.0202136261575289	2.09866385142497	ACOX1
218739_at	0.762829623612301	8.63879736265919	4.58616448720117	4.89770719234453e-05	0.0228499160866385	1.91969723671756	ABHD5
212099_at	0.675656660291658	9.33039124487879	4.58000022733575	4.99103357430353e-05	0.0228499160866385	1.9029350412949	RHOB
205021_s_at	-0.640542184435114	4.96866527209477	-4.57019320573479	5.14313407910294e-05	0.0228499160866385	1.87627713265722	FOXN3
202487_s_at	0.428123135174957	10.0154889429106	4.55653979963018	5.36251831601341e-05	0.0229082657446004	1.83918426768268	H2AFV
220068_at	0.842014302131246	7.37142023955162	4.52647390449922	5.8786261352819e-05	0.0233031640571196	1.75758866992953	VPREB3
219889_at	0.476929056482374	10.235087922023	4.51717197151519	6.04798807199249e-05	0.0233031640571196	1.73236866822194	FRAT1
58780_s_at	0.854253689900977	9.10159561211858	4.50990311892524	6.18366751843262e-05	0.0233031640571196	1.71266907610291	ARHGEF40
204567_s_at	0.878753341541418	8.3901280406587	4.50409744418912	6.29418314318528e-05	0.0233031640571196	1.69694010519778	ABCG1
207064_s_at	0.927011468801887	4.76966071455408	4.49322017751909	6.50649671434714e-05	0.0233121480665335	1.66748353793777	AOC2
210117_at	1.27033245737523	4.29032024671906	4.45105901240116	7.39808129236967e-05	0.0256782777857343	1.55346596006223	SPAG1
213022_s_at	-0.786702786878184	6.18407256741838	-4.40336304859306	8.55196801712204e-05	0.028783851141265	1.42479607212182	UTRN
208956_x_at	0.41095329730812	10.7949072130601	4.38653041022167	9.00000322010457e-05	0.0294008928722651	1.37946970079188	DUT
203887_s_at	1.17019803702849	7.18904342228426	4.34677469506313	0.000101516796635201	0.0319740516472748	1.27259578098221	THBD
202297_s_at	0.342479520971889	9.14549587313393	4.33995000509694	0.000103634272017817	0.0319740516472748	1.25427506262766	RER1
201362_at	0.519219611966387	8.86122250668616	4.31794179283865	0.000110762115420099	0.0330034759087756	1.1952474067012	IVNS1ABP
205645_at	0.918999036941741	7.65524010541386	4.31157106240927	0.000112913665664308	0.0330034759087756	1.17817588190933	REPS2
202811_at	0.44299212301573	7.78880330631891	4.2591938905014	0.000132226698860354	0.0376574857497937	1.03808847395599	STAMBP
210426_x_at	0.645135276087447	4.0643882073784	4.20886411587779	0.000153816428121839	0.0422967557531427	0.90394159802895	RORA
202333_s_at	0.443581430121423	11.5260920295007	4.20388131246501	0.000156132797864306	0.0422967557531427	0.89068629212588	UBE2B
214415_at	0.677234305618669	6.35325248050274	4.17424152317557	0.000170633448263353	0.0451244216633586	0.811936328567414	NA
219452_at	0.468066400521955	10.7759536779655	4.16322775875329	0.000176350630329338	0.0455517779318129	0.78271728056519	DPEP2
201739_at	0.695105774951992	10.891206958431	4.15485063428036	0.000180824118412994	0.0456457609821166	0.760509121821597	SGK1
210724_at	0.95439646164612	8.71172225866531	4.12958427892787	0.00019499890203807	0.0481300623319298	0.693611664644707	ADGRE3
206342_x_at	0.39881887194462	8.59196855923037	4.12097668610563	0.000200071406952531	0.0483085460222122	0.670850919271727	IDS
205701_at	-0.474573784309649	2.91820699594389	-4.10055633274507	0.000212626241246912	0.050247652372967	0.616915052695856	IPO8
211113_s_at	0.681001120865378	6.0231874241195	4.08519092987642	0.000222577095703828	0.0515034125413005	0.576388002323913	ABCG1
201941_at	0.773413970562368	8.34041915562817	4.06338399789274	0.000237483649651183	0.0538312427892997	0.518956973119231	CPD
202861_at	-0.801099816240876	6.32510792114912	-4.02085055026672	0.000269411227598909	0.0598470100988216	0.407237102365776	NA
217104_at	1.15056949827165	7.55560893457896	3.99890804926418	0.000287480622325041	0.0626087700424358	0.349759428114459	ST20
213589_s_at	0.546551759641651	6.54254184228752	3.9727037194907	0.00031060957604055	0.0654378487709847	0.281261928361959	B3GNTL1
209072_at	0.87451023359303	3.96829062152366	3.9633799077352	0.000319268244541479	0.0654378487709847	0.256928095519972	MBP
204894_s_at	0.965654556848611	5.50685230146156	3.95845426603422	0.000323936863118388	0.0654378487709847	0.244081091549338	AOC3
217521_at	0.817234101385104	6.92316165609024	3.95834911788737	0.000324037245197097	0.0654378487709847	0.243806907559851	HAL
206643_at	0.706599589934806	8.7822495163936	3.93773340231592	0.000344314405420715	0.0662573511473216	0.190100045423629	HAL
203888_at	0.963872265853965	6.89690472519672	3.92613358091928	0.000356260789574713	0.0662573511473216	0.159925536065655	THBD
